torneo,anno,tipo,sezione,turni,rango,nome,fed,rating,punti,performance,gio,nato,std,eta
323557,2017,blitz,open,,10,Mamedyarov Shakhriyar,AZE,2770.0,13.5,2783.0,mamedyarov shakhriyar,1985.0,2720.0,32.0
323557,2017,blitz,open,,11,Svidler Peter,RUS,2797.0,13.5,2784.0,peter svidler,1976.0,2682.0,41.0
323557,2017,blitz,open,,12,Vachier-Lagrave Maxime,FRA,2853.0,13.0,2822.0,maxime vachier-lagrave,1990.0,2718.0,27.0
323557,2017,blitz,open,,13,Grischuk Alexander,RUS,2725.0,13.0,2767.0,alexander grischuk,1983.0,2628.0,34.0
323557,2017,blitz,open,,14,Savchenko Boris,RUS,2619.0,13.0,2731.0,boris savchenko,1986.0,2466.0,31.0
323557,2017,blitz,open,,15,Melkumyan Hrant,ARM,2686.0,13.0,2727.0,hrant melkumyan,1989.0,2636.0,28.0
323557,2017,blitz,open,,16,Le Quang Liem,VIE,2771.0,13.0,2731.0,le liem quang,1991.0,2732.0,26.0
323557,2017,blitz,open,,17,Mamedov Rauf,AZE,2755.0,13.0,2701.0,mamedov rauf,1988.0,2631.0,29.0
323557,2017,blitz,open,,18,Adly Ahmed,EGY,2678.0,13.0,2672.0,adly ahmed,1987.0,2582.0,30.0
323557,2017,blitz,open,,19,Dreev Aleksey,RUS,2640.0,12.5,2751.0,aleksey dreev,1969.0,2577.0,48.0
323557,2017,blitz,open,,20,Amin Bassem,EGY,2655.0,12.5,2750.0,amin bassem,1988.0,2608.0,29.0
323557,2017,blitz,open,,21,Nepomniachtchi Ian,RUS,2810.0,12.5,2751.0,ian nepomniachtchi,1990.0,2719.0,27.0
323557,2017,blitz,open,,22,Vidit Santosh Gujrathi,IND,2651.0,12.5,2740.0,gujrathi santosh vidit,1994.0,2697.0,23.0
323557,2017,blitz,open,,23,Artemiev Vladislav,RUS,2798.0,12.5,2734.0,artemiev vladislav,1998.0,2653.0,19.0
323557,2017,blitz,open,,24,Leko Peter,HUN,2790.0,12.5,2713.0,leko peter,1979.0,2676.0,38.0
323557,2017,blitz,open,,25,Harikrishna P.,IND,2759.0,12.5,2715.0,harikrishna p.,,,
323557,2017,blitz,open,,26,Li Chao B,CHN,2668.0,12.5,2697.0,b chao li,1989.0,2615.0,28.0
323557,2017,blitz,open,,27,Bu Xiangzhi,CHN,2688.0,12.5,2655.0,bu xiangzhi,1985.0,2651.0,32.0
323557,2017,blitz,open,,28,Wang Yue,CHN,2686.0,12.5,2649.0,wang yue,1987.0,2619.0,30.0
323557,2017,blitz,open,,29,Pantsulaia Levan,GEO,2679.0,12.5,2635.0,levan pantsulaia,1986.0,2492.0,31.0
323557,2017,blitz,open,,30,Jobava Baadur,GEO,2585.0,12.0,2778.0,baadur jobava,1983.0,2576.0,34.0
323557,2017,blitz,open,,31,Rapport Richard,HUN,2600.0,12.0,2767.0,rapport richard,1996.0,2726.0,21.0
323557,2017,blitz,open,,32,Sjugirov Sanan,RUS,2645.0,12.0,2739.0,sanan sjugirov,1993.0,2544.0,24.0
323557,2017,blitz,open,,33,Fedoseev Vladimir,RUS,2629.0,12.0,2720.0,fedoseev vladimir,1995.0,2691.0,22.0
323557,2017,blitz,open,,34,Bacrot Etienne,FRA,2621.0,12.0,2707.0,bacrot etienne,1983.0,2620.0,34.0
323557,2017,blitz,open,,35,Zhigalko Sergei,BLR,2586.0,12.0,2721.0,sergei zhigalko,1989.0,2572.0,28.0
323557,2017,blitz,open,,36,Bortnyk Olexandr,UKR,2677.0,12.0,2717.0,bortnyk olexandr,1996.0,2604.0,21.0
323557,2017,blitz,open,,37,Quparadze Giga,GEO,2654.0,12.0,2688.0,giga quparadze,1987.0,2481.0,30.0
323557,2017,blitz,open,,38,Salem A.R. Saleh,UAE,2757.0,12.0,2688.0,a.r. saleh salem,1993.0,2616.0,24.0
323557,2017,blitz,open,,39,Laznicka Viktor,CZE,2681.0,12.0,2637.0,laznicka viktor,1988.0,2585.0,29.0
323557,2017,blitz,open,,40,Ponomariov Ruslan,UKR,2711.0,12.0,2608.0,ponomariov ruslan,1983.0,2632.0,34.0
323557,2017,blitz,open,,41,Esipenko Andrey,RUS,2581.0,11.5,2765.0,andrey esipenko,2002.0,2680.0,15.0
323557,2017,blitz,open,,42,Fressinet Laurent,FRA,2608.0,11.5,2743.0,fressinet laurent,1981.0,2610.0,36.0
323557,2017,blitz,open,,43,Andriasian Zaven,ARM,2755.0,11.5,2700.0,andriasian zaven,1989.0,2528.0,28.0
323557,2017,blitz,open,,44,Rakhmanov Aleksandr,RUS,2558.0,11.5,2645.0,aleksandr rakhmanov,1989.0,2597.0,28.0
323557,2017,blitz,open,,45,Vallejo Pons Francisco,ESP,2662.0,11.5,2663.0,francisco pons vallejo,1982.0,2644.0,35.0
323557,2017,blitz,open,,46,Akobian Varuzhan,USA,2655.0,11.5,2641.0,akobian varuzhan,1983.0,2553.0,34.0
323557,2017,blitz,open,,47,Kasimdzhanov Rustam,UZB,2750.0,11.5,2648.0,kasimdzhanov rustam,1979.0,2665.0,38.0
323557,2017,blitz,open,,48,Saric Ivan,CRO,2674.0,11.5,2588.0,ivan saric,1990.0,2623.0,27.0
323557,2017,blitz,open,,49,Volokitin Andrei,UKR,2618.0,11.5,2546.0,andrei volokitin,1986.0,2618.0,31.0
323557,2017,blitz,open,,50,Amonatov Farrukh,TJK,2628.0,11.0,2701.0,amonatov farrukh,1978.0,2598.0,39.0
323557,2017,blitz,open,,51,Kryvoruchko Yuriy,UKR,2596.0,11.0,2717.0,kryvoruchko yuriy,1986.0,2614.0,31.0
323557,2017,blitz,open,,52,Onischuk Vladimir,UKR,2607.0,11.0,2699.0,onischuk vladimir,,,
323557,2017,blitz,open,,53,Howell David W L,ENG,2571.0,11.0,2687.0,david howell l w,1990.0,2665.0,27.0
323557,2017,blitz,open,,54,Kravtsiv Martyn,UKR,2692.0,11.0,2670.0,kravtsiv martyn,1990.0,2598.0,27.0
323557,2017,blitz,open,,55,Adhiban B.,IND,2577.0,11.0,2649.0,adhiban b.,1992.0,2574.0,25.0
323557,2017,blitz,open,,56,Georgiev Kiril,FID,2629.0,11.0,2636.0,georgiev kiril,1965.0,2520.0,52.0
323557,2017,blitz,open,,57,Inarkiev Ernesto,RUS,2614.0,11.0,2612.0,ernesto inarkiev,1985.0,2637.0,32.0
323557,2017,blitz,open,,58,Anton Guijarro David,ESP,2631.0,11.0,2618.0,anton david guijarro,1995.0,2632.0,22.0
323557,2017,blitz,open,,59,Ivanchuk Vassily,UKR,2815.0,11.0,2626.0,ivanchuk vassily,,,
323557,2017,blitz,open,,60,Duda Jan-Krzysztof,POL,2682.0,11.0,2627.0,duda jan-krzysztof,1998.0,2743.0,19.0
323557,2017,blitz,open,,61,Kovalev Vladislav,BLR,2551.0,11.0,2580.0,kovalev vladislav,1994.0,2565.0,23.0
323557,2017,blitz,open,,62,Cheparinov Ivan,FID,2672.0,11.0,2607.0,cheparinov ivan,1986.0,2631.0,31.0
323557,2017,blitz,open,,63,Safarli Eltaj,AZE,2695.0,11.0,2597.0,eltaj safarli,1992.0,2616.0,25.0
323557,2017,blitz,open,,64,Riazantsev Alexander,RUS,2691.0,11.0,2583.0,alexander riazantsev,1985.0,2590.0,32.0
323557,2017,blitz,open,,65,Al-Sayed Mohammed,QAT,2512.0,11.0,2551.0,al-sayed mohammed,1981.0,2484.0,36.0
323557,2017,blitz,open,,66,Fedorchuk Sergey A.,UKR,2511.0,11.0,2556.0,a. fedorchuk sergey,1981.0,2596.0,36.0
323557,2017,blitz,open,,67,Socko Bartosz,POL,2619.0,10.5,2665.0,bartosz socko,1978.0,2554.0,39.0
323557,2017,blitz,open,,68,Grigoriants Sergey,RUS,2559.0,10.5,2683.0,grigoriants sergey,1983.0,2546.0,34.0
323557,2017,blitz,open,,69,Demchenko Anton,RUS,2644.0,10.5,2637.0,anton demchenko,1987.0,2580.0,30.0
323557,2017,blitz,open,,70,Nguyen Ngoc Truong Son,VIE,2633.0,10.5,2610.0,ngoc nguyen son truong,1990.0,2600.0,27.0
323557,2017,blitz,open,,71,Mchedlishvili Mikheil,GEO,2568.0,10.5,2609.0,mchedlishvili mikheil,1979.0,2550.0,38.0
323557,2017,blitz,open,,72,Khismatullin Denis,RUS,2662.0,10.5,2611.0,denis khismatullin,1984.0,2493.0,33.0
323557,2017,blitz,open,,73,Malakhov Vladimir,RUS,2655.0,10.5,2608.0,malakhov vladimir,1980.0,2597.0,37.0
323557,2017,blitz,open,,74,Movsesian Sergei,ARM,2669.0,10.5,2603.0,movsesian sergei,1978.0,2594.0,39.0
323557,2017,blitz,open,,75,Zhao Jun,CHN,2568.0,10.5,2590.0,jun zhao,1986.0,2244.0,31.0
323557,2017,blitz,open,,76,Bocharov Dmitry,RUS,2656.0,10.5,2588.0,bocharov dmitry,1982.0,2510.0,35.0
323557,2017,blitz,open,,77,Guseinov Gadir,AZE,2694.0,10.5,2581.0,gadir guseinov,1986.0,2636.0,31.0
323557,2017,blitz,open,,78,Halkias Stelios,GRE,2513.0,10.5,2569.0,halkias stelios,1980.0,2497.0,37.0
323557,2017,blitz,open,,79,Potkin Vladimir,RUS,2549.0,10.5,2504.0,potkin vladimir,1982.0,2548.0,35.0
323557,2017,blitz,open,,80,Van Foreest Jorden,NED,2573.0,10.0,2606.0,foreest jorden van,1999.0,2706.0,18.0
323557,2017,blitz,open,,81,Ni Hua,CHN,2553.0,10.0,2598.0,hua ni,1983.0,2649.0,34.0
323557,2017,blitz,open,,82,Alekseev Evgeny,RUS,2578.0,10.0,2583.0,alekseev evgeny,1985.0,2500.0,32.0
323557,2017,blitz,open,,83,Sethuraman S.P.,IND,2523.0,10.0,2546.0,s.p. sethuraman,1993.0,2550.0,24.0
323557,2017,blitz,open,,84,Short Nigel D,ENG,2617.0,10.0,2519.0,d nigel short,1965.0,2594.0,52.0
323557,2017,blitz,open,,85,Ganguly Surya Shekhar,IND,2578.0,10.0,2552.0,ganguly shekhar surya,1983.0,2562.0,34.0
323557,2017,blitz,open,,86,Meier Georg,GER,2652.0,10.0,2544.0,georg meier,1987.0,2612.0,30.0
323557,2017,blitz,open,,87,Eljanov Pavel,UKR,2659.0,10.0,2527.0,eljanov pavel,1983.0,2664.0,34.0
323557,2017,blitz,open,,88,McShane Luke J,ENG,2702.0,10.0,2496.0,j luke mcshane,1984.0,2598.0,33.0
323557,2017,blitz,open,,89,Kokarev Dmitry,RUS,2694.0,10.0,2486.0,dmitry kokarev,1982.0,2523.0,35.0
323557,2017,blitz,open,,90,Ponkratov Pavel,RUS,2599.0,9.5,2605.0,pavel ponkratov,1988.0,2540.0,29.0
323557,2017,blitz,open,,91,Bosiocic Marin,CRO,2572.0,9.5,2546.0,bosiocic marin,1988.0,2563.0,29.0
323557,2017,blitz,open,,92,Dobrov Vladimir,RUS,2508.0,9.5,2592.0,dobrov vladimir,1984.0,2388.0,33.0
323557,2017,blitz,open,,93,Dzhumagaliev Yan,RUS,2490.0,9.5,2550.0,dzhumagaliev yan,1991.0,2411.0,26.0
323557,2017,blitz,open,,94,Moiseenko Alexander,UKR,2597.0,9.5,2574.0,alexander moiseenko,1980.0,2569.0,37.0
323557,2017,blitz,open,,95,Sargissian Gabriel,ARM,2644.0,9.5,2537.0,gabriel sargissian,1983.0,2610.0,34.0
323557,2017,blitz,open,,96,Kuzubov Yuriy,UKR,2596.0,9.5,2552.0,kuzubov yuriy,1990.0,2587.0,27.0
323557,2017,blitz,open,,97,Salgado Lopez Ivan,ESP,2582.0,9.5,2538.0,ivan lopez salgado,1991.0,2591.0,26.0
323557,2017,blitz,open,,98,Naiditsch Arkadij,AZE,2632.0,9.5,2520.0,arkadij naiditsch,1985.0,2574.0,32.0
323557,2017,blitz,open,,99,Tregubov Pavel V.,RUS,2505.0,9.5,2500.0,pavel tregubov v.,1971.0,2538.0,46.0
323557,2017,blitz,open,,100,Miton Kamil,POL,2541.0,9.5,2467.0,kamil miton,1984.0,2568.0,33.0
323557,2017,blitz,open,,101,Almasi Zoltan,HUN,2682.0,9.5,2504.0,almasi zoltan,1976.0,2677.0,41.0
323557,2017,blitz,open,,102,El Adnani Mokliss,MAR,2510.0,9.5,2373.0,adnani el mokliss,,,
323557,2017,blitz,open,,103,Jumabayev Rinat,KAZ,2556.0,9.0,2573.0,jumabayev rinat,1989.0,2564.0,28.0
323557,2017,blitz,open,,104,Dervishi Erald,ALB,2552.0,9.0,2411.0,dervishi erald,1979.0,2520.0,38.0
323557,2017,blitz,open,,105,Al-Modiahki Mohamad,QAT,2533.0,9.0,2407.0,al-modiahki mohamad,,,
323557,2017,blitz,open,,106,Abdyjapar Asyl,KGZ,2383.0,9.0,2385.0,abdyjapar asyl,,,
323557,2017,blitz,open,,107,Malakhatko Vadim,BEL,2498.0,9.0,2346.0,malakhatko vadim,,,
323557,2017,blitz,open,,108,Minko Vladimir,RUS,2373.0,9.0,2311.0,minko vladimir,1998.0,2370.0,19.0
323557,2017,blitz,open,,109,Khairat Ahmet,EGY,2133.0,9.0,2309.0,ahmet khairat,,,
323557,2017,blitz,open,,110,Tissir Mohamed,MAR,2388.0,9.0,2283.0,mohamed tissir,1976.0,2300.0,41.0
323557,2017,blitz,open,,111,Al-Saffar Araz Basim Mohammed,IRQ,2359.0,9.0,2264.0,al-saffar araz basim mohammed,,,
323557,2017,blitz,open,,112,Bukannan Ahmed A,KSA,1965.0,9.0,2251.0,a ahmed bukannan,1999.0,1930.0,18.0
323557,2017,blitz,open,,113,Lodhi Mahmood,PAK,2306.0,9.0,2227.0,lodhi mahmood,1961.0,2149.0,56.0
323557,2017,blitz,open,,114,Lam Daniel King-Wai,HKG,2154.0,9.0,2207.0,daniel king-wai lam,,,
323557,2017,blitz,open,,115,Al Jabri Mohammed Ali,SYR,2095.0,9.0,2159.0,al ali jabri mohammed,1976.0,2107.0,41.0
323557,2017,blitz,open,,116,Al-Hajiri Bader,KUW,2141.0,9.0,2113.0,al-hajiri bader,1968.0,2033.0,49.0
323557,2017,blitz,open,,117,Christiansen Johan-Sebastian,NOR,2640.0,8.5,2522.0,christiansen johan-sebastian,1998.0,2656.0,19.0
323557,2017,blitz,open,,118,Sanal Vahap,TUR,2448.0,8.5,2413.0,sanal vahap,1998.0,2544.0,19.0
323557,2017,blitz,open,,119,Ibrahimov Rasul,AZE,2518.0,8.5,2399.0,ibrahimov rasul,1981.0,2527.0,36.0
323557,2017,blitz,open,,120,Shytaj Luca,ITA,2378.0,8.5,2335.0,luca shytaj,,,
323557,2017,blitz,open,,121,Haddouche Mohamed,ALG,2494.0,8.5,2237.0,haddouche mohamed,1984.0,2490.0,33.0
323557,2017,blitz,open,,122,Khader Sami,JOR,2328.0,8.5,2194.0,khader sami,1972.0,2369.0,45.0
323557,2017,blitz,open,,123,Al Ghamdi Ahmed M,KSA,2158.0,8.5,2038.0,ahmed al ghamdi m,,,
323557,2017,blitz,open,,124,Masrahi Abdulrahman A,KSA,1962.0,8.5,2015.0,a abdulrahman masrahi,1991.0,2014.0,26.0
323557,2017,blitz,open,,125,Saeed Ishaq,UAE,2306.0,8.0,2267.0,ishaq saeed,1993.0,2290.0,24.0
323557,2017,blitz,open,,126,Samhouri A.,JOR,2355.0,8.0,2185.0,a. samhouri,1984.0,2353.0,33.0
323557,2017,blitz,open,,127,Amer Said Salim Al Maashani,OMA,2104.0,8.0,2178.0,al amer maashani said salim,,,
323557,2017,blitz,open,,128,Farhan Marwan Ali,YEM,2005.0,8.0,1970.0,ali farhan marwan,,,
323557,2017,blitz,open,,129,Omar Noaman,UAE,2293.0,7.5,2300.0,noaman omar,1991.0,2329.0,26.0
323557,2017,blitz,open,,130,Alanazy Mohammed,KSA,1611.0,7.5,1996.0,alanazy mohammed,1988.0,1924.0,29.0
323557,2017,blitz,open,,131,Miswadah Baha,PLE,1880.0,7.0,1937.0,baha miswadah,1981.0,1971.0,36.0
323557,2017,blitz,open,,132,Al Mahmood Salman,BRN,1411.0,7.0,1983.0,al mahmood salman,2004.0,1820.0,13.0
323557,2017,blitz,open,,133,Salama Taher,PLE,1734.0,6.5,1937.0,salama taher,1990.0,1878.0,27.0
323557,2017,blitz,open,,134,Al Zamel Khaled,KSA,1942.0,5.5,1908.0,al khaled zamel,1958.0,1918.0,59.0
323557,2017,blitz,open,,135,Alem Ali Hussien,KSA,1745.0,5.0,1805.0,alem ali hussien,,,
323557,2017,blitz,open,,136,Al Habeeb Emad,KSA,2022.0,5.0,1863.0,al emad habeeb,1975.0,1902.0,42.0
323557,2017,blitz,open,,137,Al Abdali Zeyad Saleh,KSA,1814.0,4.5,1801.0,abdali al saleh zeyad,1985.0,1649.0,32.0
323557,2017,blitz,open,,138,Al Saidi Mohammed Khalfan,OMA,1468.0,2.5,1715.0,al khalfan mohammed saidi,1990.0,1934.0,27.0
399595,2018,rapid,open,,1,Dubov Daniil,RUS,2723.0,11.0,,daniil dubov,1996.0,2654.0,22.0
399595,2018,rapid,open,,2,Mamedyarov Shakhriyar,AZE,2786.0,10.5,,mamedyarov shakhriyar,1985.0,2720.0,33.0
399595,2018,rapid,open,,3,Nakamura Hikaru,USA,2844.0,10.5,,hikaru nakamura,1987.0,2792.0,31.0
399595,2018,rapid,open,,4,Artemiev Vladislav,RUS,2812.0,10.5,,artemiev vladislav,1998.0,2653.0,20.0
399595,2018,rapid,open,,5,Carlsen Magnus,NOR,2903.0,10.5,,carlsen magnus,1990.0,2823.0,28.0
399595,2018,rapid,open,,6,Firouzja Alireza,IRI,2412.0,10.0,,alireza firouzja,2003.0,2757.0,15.0
399595,2018,rapid,open,,7,Yu Yangyi,CHN,2758.0,10.0,,yangyi yu,1994.0,2710.0,24.0
399595,2018,rapid,open,,8,Giri Anish,NED,2739.0,10.0,,anish giri,1994.0,2757.0,24.0
399595,2018,rapid,open,,9,Karjakin Sergey,RUS,2774.0,10.0,,karjakin sergey,1990.0,2750.0,28.0
399595,2018,rapid,open,,10,Petrosian Tigran L.,ARM,2676.0,10.0,,l. petrosian tigran,1984.0,2522.0,34.0
399595,2018,rapid,open,,11,Korobov Anton,UKR,2740.0,10.0,,anton korobov,1985.0,2610.0,33.0
399595,2018,rapid,open,,12,Matlakov Maxim,RUS,2690.0,10.0,,matlakov maxim,1991.0,2596.0,27.0
399595,2018,rapid,open,,13,Duda Jan-Krzysztof,POL,2683.0,10.0,,duda jan-krzysztof,1998.0,2743.0,20.0
399595,2018,rapid,open,,14,Anton Guijarro David,ESP,2708.0,10.0,,anton david guijarro,1995.0,2632.0,23.0
399595,2018,rapid,open,,15,Grischuk Alexander,RUS,2732.0,10.0,,alexander grischuk,1983.0,2628.0,35.0
399595,2018,rapid,open,,16,Jakovenko Dmitry,RUS,2731.0,10.0,,dmitry jakovenko,1983.0,2682.0,35.0
399595,2018,rapid,open,,17,Ponkratov Pavel,RUS,2650.0,10.0,,pavel ponkratov,1988.0,2540.0,30.0
399595,2018,rapid,open,,18,Andreikin Dmitry,RUS,2725.0,9.5,,andreikin dmitry,1990.0,2714.0,28.0
399595,2018,rapid,open,,19,Wang Hao,CHN,2782.0,9.5,,hao wang,1989.0,2694.0,29.0
399595,2018,rapid,open,,20,Zubov Alexander,UKR,2681.0,9.5,,alexander zubov,1983.0,2598.0,35.0
399595,2018,rapid,open,,21,Oparin Grigoriy,RUS,2701.0,9.5,,grigoriy oparin,1997.0,2638.0,21.0
399595,2018,rapid,open,,22,Kamsky Gata,USA,2757.0,9.5,,gata kamsky,1974.0,2592.0,44.0
399595,2018,rapid,open,,23,Anand Viswanathan,IND,2723.0,9.5,,anand viswanathan,1969.0,2739.0,49.0
399595,2018,rapid,open,,24,Alekseenko Kirill,RUS,2635.0,9.5,,alekseenko kirill,1997.0,2656.0,21.0
399595,2018,rapid,open,,25,Fridman Daniel,GER,2677.0,9.5,,daniel fridman,1976.0,2564.0,42.0
399595,2018,rapid,open,,26,Jobava Baadur,GEO,2718.0,9.5,,baadur jobava,1983.0,2576.0,35.0
399595,2018,rapid,open,,27,Cheparinov Ivan,GEO,2697.0,9.5,,cheparinov ivan,1986.0,2631.0,32.0
399595,2018,rapid,open,,28,Kovalenko Igor,LAT,2665.0,9.5,,igor kovalenko,1988.0,2642.0,30.0
399595,2018,rapid,open,,29,Nepomniachtchi Ian,RUS,2771.0,9.0,,ian nepomniachtchi,1990.0,2719.0,28.0
399595,2018,rapid,open,,30,Gelfand Boris,ISR,2715.0,9.0,,boris gelfand,1968.0,2641.0,50.0
399595,2018,rapid,open,,31,Sargissian Gabriel,ARM,2674.0,9.0,,gabriel sargissian,1983.0,2610.0,35.0
399595,2018,rapid,open,,32,Shirov Alexei,ESP,2674.0,9.0,,alexei shirov,1972.0,2603.0,46.0
399595,2018,rapid,open,,33,Salem A.R. Saleh,UAE,2682.0,9.0,,a.r. saleh salem,1993.0,2616.0,25.0
399595,2018,rapid,open,,34,Rakhmanov Aleksandr,RUS,2613.0,9.0,,aleksandr rakhmanov,1989.0,2597.0,29.0
399595,2018,rapid,open,,35,Alekseev Evgeny,RUS,2650.0,9.0,,alekseev evgeny,1985.0,2500.0,33.0
399595,2018,rapid,open,,36,Svidler Peter,RUS,2753.0,9.0,,peter svidler,1976.0,2682.0,42.0
399595,2018,rapid,open,,37,Guseinov Gadir,AZE,2732.0,9.0,,gadir guseinov,1986.0,2636.0,32.0
399595,2018,rapid,open,,38,Saric Ivan,CRO,2661.0,9.0,,ivan saric,1990.0,2623.0,28.0
399595,2018,rapid,open,,39,Savchenko Boris,RUS,2660.0,9.0,,boris savchenko,1986.0,2466.0,32.0
399595,2018,rapid,open,,40,Inarkiev Ernesto,RUS,2624.0,9.0,,ernesto inarkiev,1985.0,2637.0,33.0
399595,2018,rapid,open,,41,Goganov Aleksey,RUS,2545.0,9.0,,aleksey goganov,1991.0,2507.0,27.0
399595,2018,rapid,open,,42,Zhigalko Sergei,BLR,2724.0,9.0,,sergei zhigalko,1989.0,2572.0,29.0
399595,2018,rapid,open,,43,Antipov Mikhail Al.,RUS,2628.0,9.0,,al. antipov mikhail,1997.0,2628.0,21.0
399595,2018,rapid,open,,44,Piorun Kacper,POL,2615.0,9.0,,kacper piorun,1991.0,2532.0,27.0
399595,2018,rapid,open,,45,Tomashevsky Evgeny,RUS,2737.0,9.0,,evgeny tomashevsky,1987.0,2681.0,31.0
399595,2018,rapid,open,,46,Sarana Alexey,RUS,2617.0,9.0,,alexey sarana,2000.0,2666.0,18.0
399595,2018,rapid,open,,47,Le Quang Liem,VIE,2752.0,9.0,,le liem quang,1991.0,2732.0,27.0
399595,2018,rapid,open,,48,Bocharov Ivan,RUS,2657.0,9.0,,bocharov ivan,1990.0,2554.0,28.0
399595,2018,rapid,open,,49,Paravyan David,RUS,2611.0,9.0,,david paravyan,1998.0,2587.0,20.0
399595,2018,rapid,open,,50,Demchenko Anton,RUS,2651.0,9.0,,anton demchenko,1987.0,2580.0,31.0
399595,2018,rapid,open,,51,Mchedlishvili Mikheil,GEO,2637.0,9.0,,mchedlishvili mikheil,1979.0,2550.0,39.0
399595,2018,rapid,open,,52,Pantsulaia Levan,GEO,2652.0,9.0,,levan pantsulaia,1986.0,2492.0,32.0
399595,2018,rapid,open,,53,Bazeev German,RUS,2418.0,8.5,,bazeev german,1993.0,2335.0,25.0
399595,2018,rapid,open,,54,Postny Evgeny,ISR,2599.0,8.5,,evgeny postny,1981.0,2493.0,37.0
399595,2018,rapid,open,,55,Khanin Semen,RUS,2594.0,8.5,,khanin semen,1999.0,2598.0,19.0
399595,2018,rapid,open,,56,Bocharov Dmitry,RUS,2683.0,8.5,,bocharov dmitry,1982.0,2510.0,36.0
399595,2018,rapid,open,,57,Sakaev Konstantin,RUS,2621.0,8.5,,konstantin sakaev,2001.0,1662.0,17.0
399595,2018,rapid,open,,58,Vokhidov Shamsiddin,UZB,2304.0,8.5,,shamsiddin vokhidov,2002.0,2654.0,16.0
399595,2018,rapid,open,,59,Tang Andrew,USA,2281.0,8.5,,andrew tang,1999.0,2551.0,19.0
399595,2018,rapid,open,,60,Ragger Markus,AUT,2632.0,8.5,,markus ragger,1988.0,2573.0,30.0
399595,2018,rapid,open,,61,Levin Evgeny A.,RUS,2563.0,8.5,,a. evgeny levin,1990.0,2384.0,28.0
399595,2018,rapid,open,,62,Riazantsev Alexander,RUS,2677.0,8.5,,alexander riazantsev,1985.0,2590.0,33.0
399595,2018,rapid,open,,63,Tsydypov Zhamsaran,RUS,2595.0,8.5,,tsydypov zhamsaran,1996.0,2509.0,22.0
399595,2018,rapid,open,,64,Yudin Sergei,RUS,2643.0,8.5,,sergei yudin,1986.0,2458.0,32.0
399595,2018,rapid,open,,65,Adly Ahmed,EGY,2630.0,8.5,,adly ahmed,1987.0,2582.0,31.0
399595,2018,rapid,open,,66,Potkin Vladimir,RUS,2635.0,8.5,,potkin vladimir,1982.0,2548.0,36.0
399595,2018,rapid,open,,67,Dreev Aleksey,RUS,2671.0,8.5,,aleksey dreev,1969.0,2577.0,49.0
399595,2018,rapid,open,,68,Jones Gawain C B,ENG,2655.0,8.5,,b c gawain jones,,,
399595,2018,rapid,open,,69,Hovhannisyan Robert,ARM,2549.0,8.0,,hovhannisyan robert,1991.0,2642.0,27.0
399595,2018,rapid,open,,70,Timofeev Artyom,RUS,2668.0,8.0,,artyom timofeev,1985.0,2479.0,33.0
399595,2018,rapid,open,,71,Predke Alexandr,RUS,2566.0,8.0,,alexandr predke,1994.0,2598.0,24.0
399595,2018,rapid,open,,72,Amonatov Farrukh,TJK,2688.0,8.0,,amonatov farrukh,1978.0,2598.0,40.0
399595,2018,rapid,open,,73,Tari Aryan,NOR,2554.0,8.0,,aryan tari,1999.0,2647.0,19.0
399595,2018,rapid,open,,74,Motylev Alexander,RUS,2697.0,8.0,,alexander motylev,1979.0,2547.0,39.0
399595,2018,rapid,open,,75,Lomasov Semyon,RUS,2416.0,8.0,,lomasov semyon,2002.0,2551.0,16.0
399595,2018,rapid,open,,76,Akopian Vladimir,ARM,2707.0,8.0,,akopian vladimir,1971.0,2562.0,47.0
399595,2018,rapid,open,,77,Mamedov Rauf,AZE,2739.0,8.0,,mamedov rauf,1988.0,2631.0,30.0
399595,2018,rapid,open,,78,Amin Bassem,EGY,2630.0,8.0,,amin bassem,1988.0,2608.0,30.0
399595,2018,rapid,open,,79,Tukhaev Adam,UKR,2556.0,8.0,,adam tukhaev,1988.0,2519.0,30.0
399595,2018,rapid,open,,80,Ghaem Maghami Ehsan,IRI,2524.0,8.0,,ehsan ghaem maghami,1982.0,2442.0,36.0
399595,2018,rapid,open,,81,Gasanov Eldar,UKR,2547.0,8.0,,eldar gasanov,1982.0,2461.0,36.0
399595,2018,rapid,open,,82,Jumabayev Rinat,KAZ,2593.0,8.0,,jumabayev rinat,1989.0,2564.0,29.0
399595,2018,rapid,open,,83,Abdusattorov Nodirbek,UZB,2312.0,8.0,,abdusattorov nodirbek,2004.0,2762.0,14.0
399595,2018,rapid,open,,84,Melkumyan Hrant,ARM,2672.0,8.0,,hrant melkumyan,1989.0,2636.0,29.0
399595,2018,rapid,open,,85,Tregubov Pavel V.,RUS,2553.0,8.0,,pavel tregubov v.,1971.0,2538.0,47.0
399595,2018,rapid,open,,86,Grachev Boris,RUS,2669.0,8.0,,boris grachev,1986.0,2586.0,32.0
399595,2018,rapid,open,,87,Carlsson Pontus,SWE,2463.0,8.0,,carlsson pontus,1982.0,2450.0,36.0
399595,2018,rapid,open,,88,Indjic Aleksandar,SRB,2575.0,8.0,,aleksandar indjic,1995.0,2598.0,23.0
399595,2018,rapid,open,,89,Grigoriants Sergey,RUS,2640.0,8.0,,grigoriants sergey,1983.0,2546.0,35.0
399595,2018,rapid,open,,90,Najer Evgeniy,RUS,2653.0,8.0,,evgeniy najer,1977.0,2580.0,41.0
